event_date,country,admin1,location,latitude,longitude,event_type,sub_event_type,fatalities
2024-04-20,Ukraine,Sumy,Nova Sloboda,51.3749,34.1321,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-20,Ukraine,Kherson,Novotiahynka,46.7489,32.9939,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-20,Ukraine,Kherson,Olhivka,46.7922,33.1985,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-20,Ukraine,Donetsk,Paraskoviivka,48.6605,37.9982,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-20,Ukraine,Kherson,Poniativka,46.7465,32.9123,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-20,Ukraine,Sumy,Popivka,50.4966,35.4525,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-20,Ukraine,Kherson,Sablukivka,47.1221,33.7705,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-20,Ukraine,Chernihiv,Semenivka,52.1783,32.5818,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-20,Ukraine,Chernihiv,Senkivka,52.089,31.7781,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-20,Ukraine,Zaporizhia,Shcherbaky,47.5514,35.5816,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-20,Ukraine,Mykolaiv,Solonchaky,46.6449,31.8181,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-20,Ukraine,Kherson,Stanislav,46.579,32.1496,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-20,Ukraine,Zaporizhia,Stepove,47.7117,36.5954,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-20,Ukraine,Kherson,Tiahynka,46.7814,33.0559,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-20,Ukraine,Kherson,Tokarivka,46.7504,32.9513,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-20,Ukraine,Kherson,Vesele,47.4392,33.0446,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-20,Ukraine,Sumy,Znob-Novhorodske,52.2629,33.6016,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-21,Ukraine,Dnipropetrovsk,Chervonohryhorivka,47.619,34.5369,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-21,Ukraine,Kherson,Ivanivka,46.7453,33.0271,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-21,Ukraine,Kherson,Lvove,46.7909,33.1492,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-21,Ukraine,Dnipropetrovsk,Marhanets,47.6354,34.6277,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-21,Ukraine,Kherson,Olhivka,46.7922,33.1985,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-21,Ukraine,Kherson,Tokarivka,46.7504,32.9513,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-22,Ukraine,Kharkiv,Hlushkivka,49.5858,37.7083,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-22,Ukraine,Kherson,Ivanivka,47.4681,33.3823,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-22,Ukraine,Kherson,Kachkarivka,47.0987,33.7445,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-22,Ukraine,Kherson,Lvove,46.7909,33.1492,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-22,Ukraine,Kherson,Novotiahynka,46.7489,32.9939,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-22,Ukraine,Kherson,Novovorontsovka,47.5004,33.9175,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-22,Ukraine,Kherson,Olhivka,46.7922,33.1985,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-22,Ukraine,Kherson,Stanislav,46.579,32.1496,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-22,Ukraine,Kherson,Tiahynka,46.7814,33.0559,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-22,Ukraine,Kherson,Tokarivka,46.7504,32.9513,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-22,Ukraine,Kherson,Vesele,47.4392,33.0446,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-23,Ukraine,Donetsk,Hryhorivka,48.9259,38.1858,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-23,Ukraine,Kherson,Ivanivka,46.7453,33.0271,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-23,Ukraine,Sumy,Khotin,51.0786,34.78,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-23,Ukraine,Chernihiv,Kliusy,52.0771,31.9292,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-23,Ukraine,Kherson,Lvivskiy Otrubiy,46.9416,33.0979,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-23,Ukraine,Sumy,Novomykolaivka,51.1564,34.9015,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-23,Ukraine,Kherson,Novotiahynka,46.7489,32.9939,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-23,Ukraine,Donetsk,Paraskoviivka,47.8691,37.4424,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-23,Ukraine,Sumy,Popivka,50.4966,35.4525,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-23,Ukraine,Sumy,Stukalivka,51.2093,34.2886,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-23,Ukraine,Kherson,Tiahynka,46.7814,33.0559,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-24,Ukraine,Zaporizhia,Bilohiria,47.5268,36.0004,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-24,Ukraine,Kherson,Ivanivka,46.7453,33.0271,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-24,Ukraine,Zaporizhia,Kamianske,47.5424,35.3662,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-24,Ukraine,Chernihiv,Khotivlia,51.9569,31.5003,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-24,Ukraine,Mykolaiv,Kutsurub,46.6528,31.6178,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-24,Ukraine,Dnipropetrovsk,Marhanets,47.6354,34.6277,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-24,Ukraine,Dnipropetrovsk,Myrove,47.7697,34.7311,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-24,Ukraine,Kherson,Novotiahynka,46.7489,32.9939,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-24,Ukraine,Donetsk,Paraskoviivka,47.8691,37.4424,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-24,Ukraine,Sumy,Popivka,50.4966,35.4525,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-24,Ukraine,Kherson,Tiahynka,46.7814,33.0559,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-24,Ukraine,Kherson,Tokarivka,46.7504,32.9513,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Kherson,Beryslav,46.8415,33.4284,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Zaporizhia,Bilohiria,47.5268,36.0004,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Sumy,Bilovody,51.1757,34.9765,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Dnipropetrovsk,Chervonohryhorivka,47.619,34.5369,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Chernihiv,Huta-Studenetska,52.0031,32.1858,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Kherson,Ivanivka,46.7453,33.0271,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Zaporizhia,Kamianske,47.5424,35.3662,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Sumy,Khotin,51.0786,34.78,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Chernihiv,Khrinivka,52.0752,31.8412,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Donetsk,Kurakhove,47.9836,37.2823,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Dnipropetrovsk,Marhanets,47.6354,34.6277,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Chernihiv,Mykolaivka,52.2417,32.6379,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Dnipropetrovsk,Myrove,47.7697,34.7311,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Sumy,Nova Sloboda,51.3749,34.1321,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Zaporizhia,Novoprokopivka,47.4198,35.8323,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Kherson,Stanislav,46.579,32.1496,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Kherson,Tiahynka,46.7814,33.0559,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Kherson,Tokarivka,46.7504,32.9513,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Zaporizhia,Verbove,47.4278,35.9898,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-26,Ukraine,Chernihiv,Yeline,52.0233,31.9731,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-16,Ukraine,Donetsk,Bakhmut,48.5956,37.9999,Explosions/Remote violence,Shelling/artillery/missile attack,8
2024-04-22,Ukraine,Zaporizhia,Zaporizhia,47.8479,35.1602,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-23,Ukraine,Donetsk,Mariupol,47.1298,37.571,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-22,Ukraine,Donetsk,Horlivka,48.3133,38.0416,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-22,Ukraine,Donetsk,Mariupol,47.1298,37.571,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-22,Ukraine,Donetsk,Oleksandrivka,47.9225,37.571,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-25,Ukraine,Kharkiv,Balakliia,49.4606,36.8527,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-04,Ukraine,Kharkiv,Potykhonove,50.2923,37.5443,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-07,Ukraine,Kharkiv,Potykhonove,50.2923,37.5443,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-13,Ukraine,Kharkiv,Potykhonove,50.2923,37.5443,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-14,Ukraine,Sumy,Baranivka,51.9219,34.1846,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-19,Ukraine,Chernihiv,Liskivshchyna,52.1792,32.4385,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-24,Ukraine,Sumy,Ulytsia,52.3076,33.6189,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-31,Ukraine,Sumy,Ulytsia,52.3076,33.6189,Explosions/Remote violence,Air/drone strike,0
2024-02-02,Ukraine,Kharkiv,Potykhonove,50.2923,37.5443,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-02-10,Ukraine,Chernihiv,Krasni Lozy,52.2061,32.3565,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-02-10,Ukraine,Chernihiv,Liskivshchyna,52.1792,32.4385,Explosions/Remote violence,Air/drone strike,0
2024-02-19,Ukraine,Sumy,Bobylivka,51.7784,34.4138,Explosions/Remote violence,Air/drone strike,0
2024-02-29,Ukraine,Sumy,Nova Huta,52.2723,33.8472,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-03-08,Ukraine,Sumy,Baranivka,51.9219,34.1846,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-03-14,Ukraine,Chernihiv,Krasni Lozy,52.2061,32.3565,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-03-22,Ukraine,Chernihiv,Liskivshchyna,52.1792,32.4385,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-03-21,Ukraine,Sumy,Baranivka,51.9219,34.1846,Explosions/Remote violence,Air/drone strike,0
2024-03-28,Ukraine,Sumy,Bobylivka,51.7784,34.4138,Explosions/Remote violence,Air/drone strike,0
2024-03-31,Ukraine,Chernihiv,Liskivshchyna,52.1792,32.4385,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-03,Ukraine,Sumy,Nova Huta,52.2723,33.8472,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-06,Ukraine,Chernihiv,Liskivshchyna,52.1792,32.4385,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-06,Ukraine,Sumy,Nova Huta,52.2723,33.8472,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-11,Ukraine,Chernihiv,Liskivshchyna,52.1792,32.4385,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-06,Ukraine,Donetsk,Krasnohorivka,48.006,37.5097,Battles,Armed clash,0
2024-01-08,Ukraine,Donetsk,Krasnohorivka,48.006,37.5097,Battles,Armed clash,0
2024-01-10,Ukraine,Donetsk,Bakhmut,48.5956,37.9999,Battles,Armed clash,0
2024-01-10,Ukraine,Kherson,Krynky,46.7467,33.1187,Battles,Armed clash,0
2024-01-10,Ukraine,Donetsk,Pobieda,47.9163,37.4631,Battles,Armed clash,0
2024-01-11,Ukraine,Donetsk,Kostiantynivka,47.8659,37.4083,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-01-11,Ukraine,Zaporizhia,Robotyne,47.4478,35.837,Battles,Armed clash,0
2024-01-18,Ukraine,Donetsk,Klischiivka,48.5279,37.9582,Battles,Armed clash,0
2024-01-19,Ukraine,Donetsk,Pobieda,47.9163,37.4631,Battles,Armed clash,0
2024-05-03,Ukraine,Sumy,Baranivka,51.9219,34.1846,Explosions/Remote violence,Air/drone strike,0
2024-05-03,Ukraine,Donetsk,Bohoiavlenka,47.8601,37.2135,Explosions/Remote violence,Air/drone strike,0
2024-05-03,Ukraine,Kharkiv,Borova,49.3777,37.6214,Explosions/Remote violence,Air/drone strike,0
2024-05-03,Ukraine,Kharkiv,Kharkiv,49.9808,36.2527,Explosions/Remote violence,Air/drone strike,1
2024-05-03,Ukraine,Sumy,Kindrativka,51.1409,34.7551,Explosions/Remote violence,Air/drone strike,0
2024-05-03,Ukraine,Donetsk,Kurakhove,47.9836,37.2823,Explosions/Remote violence,Air/drone strike,2
2024-05-03,Ukraine,Dnipropetrovsk,Myrove,47.7697,34.7311,Explosions/Remote violence,Air/drone strike,0
2024-05-03,Ukraine,Donetsk,Spirne,48.8082,38.2588,Explosions/Remote violence,Air/drone strike,0
2024-05-03,Ukraine,Sumy,Volodymyrivka,51.1678,34.8792,Explosions/Remote violence,Air/drone strike,0
2024-05-03,Ukraine,Donetsk,Yevhenivka,47.6705,37.0852,Explosions/Remote violence,Air/drone strike,0
2024-05-03,Ukraine,Zaporizhia,Zaporizhia,47.8479,35.1602,Explosions/Remote violence,Air/drone strike,0
2024-05-03,Ukraine,Luhansk,Bilohorivka,48.9259,38.2467,Battles,Armed clash,0
2024-05-03,Ukraine,Donetsk,Klischiivka,48.5279,37.9582,Battles,Armed clash,0
2024-05-03,Ukraine,Donetsk,Krasnohorivka,48.006,37.5097,Battles,Armed clash,0
2024-05-03,Ukraine,Kherson,Krynky,46.7467,33.1187,Battles,Armed clash,0
2024-05-03,Ukraine,Donetsk,Netaylove,48.1083,37.5507,Battles,Armed clash,0
2024-05-03,Ukraine,Donetsk,Paraskoviivka,47.8691,37.4424,Battles,Armed clash,0
2024-05-03,Ukraine,Zaporizhia,Robotyne,47.4478,35.837,Battles,Armed clash,0
2024-05-03,Ukraine,Donetsk,Semenivka,48.1784,37.6297,Battles,Armed clash,0
2024-05-03,Ukraine,Donetsk,Serebrianka,48.9211,38.1276,Battles,Armed clash,0
2024-05-03,Ukraine,Donetsk,Staromaiorske,47.7528,36.7957,Battles,Armed clash,0
2024-05-03,Ukraine,Luhansk,Stelmakhivka,49.4689,37.9059,Battles,Armed clash,0
2024-05-03,Ukraine,Zaporizhia,Zaporizhia,47.8479,35.1602,Strategic developments,Looting/property destruction,0
2024-05-03,Ukraine,Zaporizhia,Bilohiria,47.5268,36.0004,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-03,Ukraine,Sumy,Cherneve,51.5824,34.0082,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-03,Ukraine,Donetsk,Kalynivka,48.6107,37.8622,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-03,Ukraine,Chernihiv,Kliusy,52.0771,31.9292,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-03,Ukraine,Chernihiv,Liskivshchyna,52.1792,32.4385,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-03,Ukraine,Kharkiv,Lukiantsi,50.247,36.5058,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-03,Ukraine,Kherson,Lvove,46.7909,33.1492,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-03,Ukraine,Donetsk,Netaylove,48.1083,37.5507,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-03,Ukraine,Kherson,Olhivka,46.7922,33.1985,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-03,Ukraine,Donetsk,Rozdolivka,48.7545,38.0814,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-03,Ukraine,Zaporizhia,Shcherbaky,47.5514,35.5816,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-03,Ukraine,Kharkiv,Strilecha,50.3014,36.3994,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-03,Ukraine,Kherson,Tiahynka,46.7814,33.0559,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-03,Ukraine,Kherson,Tokarivka,46.7504,32.9513,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-03,Ukraine,Sumy,Velyka Pysarivka,50.4243,35.4799,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-03,Ukraine,Sumy,Vodolahy,51.1787,34.9206,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-03,Ukraine,Zaporizhia,Zaporizhia,47.8479,35.1602,Violence against civilians,Abduction/forced disappearance,0
2024-05-02,Ukraine,Zaporizhia,Berdiansk,46.7586,36.7845,Explosions/Remote violence,Air/drone strike,0
2024-05-02,Ukraine,Chernihiv,Krasnyi Khutir,52.2865,33.0317,Explosions/Remote violence,Air/drone strike,0
2024-05-02,Ukraine,Kharkiv,Lyptsi,50.2037,36.4077,Explosions/Remote violence,Air/drone strike,0
2024-05-02,Ukraine,Donetsk,Mariupol,47.1298,37.571,Explosions/Remote violence,Air/drone strike,0
2024-05-02,Ukraine,Kherson,Tiahynka,46.7814,33.0559,Explosions/Remote violence,Air/drone strike,0
2024-05-02,Ukraine,Donetsk,Vozdvyzhenka,48.4977,38.29,Explosions/Remote violence,Air/drone strike,0
2024-05-02,Ukraine,Donetsk,Vremivka,47.834,36.8146,Explosions/Remote violence,Air/drone strike,0
2024-05-02,Ukraine,Luhansk,Bilohorivka,48.9259,38.2467,Battles,Armed clash,0
2024-05-02,Ukraine,Donetsk,Ivanivske,48.5722,37.9174,Battles,Armed clash,0
2024-05-02,Ukraine,Donetsk,Klischiivka,48.5279,37.9582,Battles,Armed clash,0
2024-05-02,Ukraine,Luhansk,Kreminna,49.0495,38.2179,Battles,Armed clash,0
2024-05-02,Ukraine,Kherson,Krynky,46.7467,33.1187,Battles,Armed clash,0
2024-05-02,Ukraine,Donetsk,Novomykhaylivka,47.8538,37.4841,Battles,Armed clash,0
2024-05-02,Ukraine,Donetsk,Pobieda,47.9163,37.4631,Battles,Armed clash,0
2024-05-02,Ukraine,Zaporizhia,Robotyne,47.4478,35.837,Battles,Armed clash,0
2024-05-02,Ukraine,Donetsk,Rozdolivka,48.7545,38.0814,Battles,Armed clash,0
2024-05-02,Ukraine,Donetsk,Serebrianka,48.9211,38.1276,Battles,Armed clash,0
2024-05-02,Ukraine,Zaporizhia,Verbove,47.4278,35.9898,Battles,Armed clash,0
2024-05-02,Ukraine,Dnipropetrovsk,Kryvyi Rih,47.9093,33.3933,Strategic developments,Disrupted weapons use,0
2024-05-02,Ukraine,Zaporizhia,Zaporizhia,47.8479,35.1602,Strategic developments,Disrupted weapons use,0
2024-05-02,Ukraine,Zaporizhia,Bilohiria,47.5268,36.0004,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-02,Ukraine,Kherson,Chervonyi Mayak,46.9494,33.5995,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-02,Ukraine,Donetsk,Hryhorivka,48.6419,37.8589,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-02,Ukraine,Donetsk,Kalynivka,48.6107,37.8622,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-02,Ukraine,Zaporizhia,Kamianske,47.5424,35.3662,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-02,Ukraine,Dnipropetrovsk,Marhanets,47.6354,34.6277,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-02,Ukraine,Dnipropetrovsk,Myrove,47.7697,34.7311,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-02,Ukraine,Kharkiv,Novoosynove,49.6193,37.7098,Explosions/Remote violence,Shelling/artillery/missile attack,1
2024-05-02,Ukraine,Kherson,Novotiahynka,46.7489,32.9939,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-02,Ukraine,Kherson,Olhivka,46.7922,33.1985,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-02,Ukraine,Zaporizhia,Orikhiv,47.5673,35.7858,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-02,Ukraine,Kherson,Tokarivka,46.7504,32.9513,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-02,Ukraine,Sumy,Velyka Pysarivka,50.4243,35.4799,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-02,Ukraine,Sumy,Vodolahy,51.1787,34.9206,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-02,Ukraine,Donetsk,Bohdanivka,48.6171,37.8956,Battles,Armed clash,0
2024-05-01,Ukraine,Sumy,Bilopillia,51.1483,34.3008,Explosions/Remote violence,Air/drone strike,0
2024-05-01,Ukraine,Kharkiv,Hlyboke,50.255,36.425,Explosions/Remote violence,Air/drone strike,0
2024-05-01,Ukraine,Kharkiv,Kharkiv,49.9808,36.2527,Explosions/Remote violence,Air/drone strike,0
2024-05-01,Ukraine,Kharkiv,Kharkiv,49.9808,36.2527,Explosions/Remote violence,Air/drone strike,0
2024-05-01,Ukraine,Sumy,Khotin,51.0786,34.78,Explosions/Remote violence,Air/drone strike,0
2024-05-01,Ukraine,Donetsk,Kostiantynivka,47.8659,37.4083,Explosions/Remote violence,Air/drone strike,0
2024-05-01,Ukraine,Dnipropetrovsk,Marhanets,47.6354,34.6277,Explosions/Remote violence,Air/drone strike,0
2024-05-01,Ukraine,Donetsk,Mariupol,47.1298,37.571,Explosions/Remote violence,Air/drone strike,0
2024-05-01,Ukraine,Dnipropetrovsk,Myrivske,48.0867,33.3928,Explosions/Remote violence,Air/drone strike,0
2024-05-01,Ukraine,Kherson,Olhivka,46.7922,33.1985,Explosions/Remote violence,Air/drone strike,0
2024-05-01,Ukraine,Kharkiv,Slobozhanske,50.1887,36.4293,Explosions/Remote violence,Air/drone strike,0
2024-05-01,Ukraine,Sumy,Velyka Pysarivka,50.4243,35.4799,Explosions/Remote violence,Air/drone strike,0
2024-05-01,Ukraine,Sumy,Vodolahy,51.1787,34.9206,Explosions/Remote violence,Air/drone strike,0
2024-05-01,Ukraine,Luhansk,Bilohorivka,48.9259,38.2467,Battles,Armed clash,0
2024-05-01,Ukraine,Donetsk,Kalynivka,48.6107,37.8622,Battles,Armed clash,0
2024-05-01,Ukraine,Kherson,Krynky,46.7467,33.1187,Battles,Armed clash,0
2024-05-01,Ukraine,Donetsk,Novomykolaivka,47.4394,37.3889,Battles,Armed clash,0
2024-05-01,Ukraine,Zaporizhia,Robotyne,47.4478,35.837,Battles,Armed clash,0
2024-05-01,Ukraine,Donetsk,Spirne,48.8082,38.2588,Battles,Armed clash,0
2024-05-01,Ukraine,Zaporizhia,Bilohiria,47.5268,36.0004,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-01,Ukraine,Donetsk,Kalynivka,48.6107,37.8622,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-01,Ukraine,Chernihiv,Khrinivka,52.0752,31.8412,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-01,Ukraine,Donetsk,Kostiantynivka,47.8659,37.4083,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-01,Ukraine,Kharkiv,Lyptsi,50.2037,36.4077,Explosions/Remote violence,Shelling/artillery/missile attack,1
2024-05-01,Ukraine,Odesa,Odesa,46.4639,30.7386,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-01,Ukraine,Donetsk,Paraskoviivka,47.8691,37.4424,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-01,Ukraine,Donetsk,Rozdolivka,48.7545,38.0814,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-01,Ukraine,Zaporizhia,Shcherbaky,47.5514,35.5816,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-01,Ukraine,Luhansk,Dovzhansk,48.0797,39.6449,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-05-01,Ukraine,Kherson,Tokarivka,46.7504,32.9513,Explosions/Remote violence,Shelling/artillery/missile attack,0
2024-04-30,Ukraine,Crimea,Bilohirsk,45.0557,34.6049,Explosions/Remote violence,Air/drone strike,0
2024-04-30,Ukraine,Sumy,Bilopillia,51.1483,34.3008,Explosions/Remote violence,Air/drone strike,0
2024-04-30,Ukraine,Kherson,Henichesk,46.1759,34.8034,Explosions/Remote violence,Air/drone strike,0
2024-04-30,Ukraine,Kharkiv,Kharkiv,49.9808,36.2527,Explosions/Remote violence,Air/drone strike,1
2024-04-30,Ukraine,Donetsk,Kostiantynivka,47.8659,37.4083,Explosions/Remote violence,Air/drone strike,0
2024-04-30,Ukraine,Crimea,Krasnohvardiiske,45.495,34.2942,Explosions/Remote violence,Air/drone strike,0
2024-04-30,Ukraine,Zaporizhia,Levadne,47.7457,36.5958,Explosions/Remote violence,Air/drone strike,0
2024-04-30,Ukraine,Chernihiv,Mamekyno,52.1043,33.2281,Explosions/Remote violence,Air/drone strike,0
2024-04-30,Ukraine,Donetsk,Nevelske,48.0595,37.5754,Explosions/Remote violence,Air/drone strike,0
2024-04-30,Ukraine,Zaporizhia,Novoandriivka,47.5621,35.6972,Explosions/Remote violence,Air/drone strike,0
2024-04-30,Ukraine,Donetsk,Storozheve,47.8001,36.798,Explosions/Remote violence,Air/drone strike,0
2024-04-30,Ukraine,Kherson,Tiahynka,46.7814,33.0559,Explosions/Remote violence,Air/drone strike,0
2024-04-30,Ukraine,Donetsk,Velyka Novosilka,47.8453,36.8353,Explosions/Remote violence,Air/drone strike,0
2024-04-30,Ukraine,Sumy,Velyka Pysarivka,50.4243,35.4799,Explosions/Remote violence,Air/drone strike,0
