DATE_TIME,LATITUDE,LONGITUDE,GEOHASH,MINIMUM_SPEED,MAXIMUM_SPEED,AVERAGE_SPEED,NUMBER_OF_VEHICLES
2024-10-01 00:00:00,41.0861206054688,29.0423583984375,sxk9sz,6,61,30,10
2024-10-01 00:00:00,41.0861206054688,29.0753173828125,sxk9tx,18,21,19,2
2024-10-01 00:00:00,41.0806274414063,29.0423583984375,sxk9sy,5,70,25,20
2024-10-01 00:00:00,41.0916137695313,29.0753173828125,sxk9v8,2,149,95,163
2024-10-01 00:00:00,41.0202026367188,29.0313720703125,sxk9ke,6,69,34,38
2024-10-01 00:00:00,41.1190795898438,29.0753173828125,sxk9vt,45,47,46,2
2024-10-01 00:00:00,41.0861206054688,29.0313720703125,sxk9sx,6,69,30,19
2024-10-01 00:00:00,41.1190795898438,29.0533447265625,sxk9vj,6,58,24,4
2024-10-01 00:00:00,41.0806274414063,29.0313720703125,sxk9sw,4,58,29,29
2024-10-01 00:00:00,41.1135864257813,29.0863037109375,sxk9vu,27,55,44,4
2024-10-01 00:00:00,41.0751342773438,29.0423583984375,sxk9sv,8,80,33,17
2024-10-01 00:00:00,41.1080932617188,29.0643310546875,sxk9v7,32,50,42,3
2024-10-01 00:00:00,41.0696411132813,29.0423583984375,sxk9su,7,66,36,17
2024-10-01 00:00:00,41.0751342773438,29.0313720703125,sxk9st,3,73,35,34
2024-10-01 00:00:00,41.1080932617188,29.0753173828125,sxk9ve,23,79,44,3
2024-10-01 00:00:00,41.0806274414063,29.0863037109375,sxk9ty,42,100,64,21
2024-10-01 00:00:00,41.0202026367188,29.0203857421875,sxk9k7,4,44,26,18
2024-10-01 00:00:00,41.0696411132813,29.0313720703125,sxk9ss,6,96,42,12
2024-10-01 00:00:00,41.0311889648438,29.0533447265625,sxk9mj,9,38,21,8
2024-10-01 00:00:00,41.0202026367188,29.0093994140625,sxk9k5,5,48,24,16
2024-10-01 00:00:00,41.0806274414063,29.0533447265625,sxk9tn,15,52,33,8
2024-10-01 00:00:00,41.0806274414063,29.0643310546875,sxk9tq,2,74,36,24
2024-10-01 00:00:00,41.1026000976563,29.0643310546875,sxk9v6,29,57,41,3
2024-10-01 00:00:00,41.0696411132813,29.0753173828125,sxk9ts,11,49,29,14
2024-10-01 00:00:00,41.0861206054688,29.0863037109375,sxk9tz,3,139,50,61
2024-10-01 00:00:00,41.1190795898438,29.0643310546875,sxk9vm,8,54,34,8
2024-10-01 00:00:00,41.1080932617188,29.0533447265625,sxk9v5,18,73,41,12
2024-10-01 00:00:00,41.0696411132813,29.0203857421875,sxk9sk,8,99,53,132
2024-10-01 00:00:00,41.0696411132813,29.0093994140625,sxk9sh,2,107,47,196
2024-10-01 00:00:00,41.0641479492188,29.0423583984375,sxk9sg,6,70,35,20
2024-10-01 00:00:00,41.0586547851563,29.0423583984375,sxk9sf,8,46,27,9
2024-10-01 00:00:00,41.1026000976563,29.0533447265625,sxk9v4,12,53,37,8
2024-10-01 00:00:00,41.0751342773438,29.0863037109375,sxk9tv,39,72,60,1
2024-10-01 00:00:00,41.0641479492188,29.0313720703125,sxk9se,4,64,29,11
2024-10-01 00:00:00,41.0586547851563,29.0313720703125,sxk9sd,3,55,23,30
2024-10-01 00:00:00,41.0751342773438,29.0643310546875,sxk9tm,12,63,35,23
2024-10-01 00:00:00,41.0971069335938,29.0643310546875,sxk9v3,21,81,46,4
2024-10-01 00:00:00,41.0476684570313,29.0423583984375,sxk9sb,29,41,37,7
2024-10-01 00:00:00,41.0531616210938,29.0313720703125,sxk9s9,4,147,49,136
2024-10-01 00:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,130,48,158
2024-10-01 00:00:00,41.0641479492188,29.0203857421875,sxk9s7,8,108,48,105
2024-10-01 00:00:00,41.0916137695313,29.0643310546875,sxk9v2,6,147,89,167
2024-10-01 00:00:00,41.0586547851563,29.0203857421875,sxk9s6,2,128,63,152
2024-10-01 00:00:00,41.0641479492188,29.0093994140625,sxk9s5,3,104,50,206
2024-10-01 00:00:00,41.0202026367188,29.0533447265625,sxk9m5,6,104,63,165
2024-10-01 00:00:00,41.0586547851563,29.0093994140625,sxk9s4,3,92,36,89
2024-10-01 00:00:00,41.0531616210938,29.0203857421875,sxk9s3,2,130,56,140
2024-10-01 00:00:00,41.0476684570313,29.0203857421875,sxk9s2,1,54,24,47
2024-10-01 00:00:00,41.0971069335938,29.0533447265625,sxk9v1,15,73,37,13
2024-10-01 00:00:00,41.0531616210938,29.0093994140625,sxk9s1,1,129,38,102
2024-10-01 00:00:00,41.0696411132813,29.0643310546875,sxk9tk,8,64,30,6
2024-10-01 00:00:00,41.0751342773438,29.0753173828125,sxk9tt,8,58,31,21
2024-10-01 00:00:00,41.0476684570313,29.0093994140625,sxk9s0,1,75,28,77
2024-10-01 00:00:00,41.0256958007813,29.0533447265625,sxk9mh,1,93,38,86
2024-10-01 00:00:00,41.0916137695313,29.0533447265625,sxk9v0,7,155,91,186
2024-10-01 00:00:00,41.0861206054688,29.0643310546875,sxk9tr,33,56,47,3
2024-10-01 00:00:00,41.1026000976563,29.0423583984375,sxk9uf,40,57,48,2
2024-10-01 00:00:00,41.0751342773438,29.0533447265625,sxk9tj,30,57,39,5
2024-10-01 00:00:00,41.0696411132813,29.0863037109375,sxk9tu,6,69,31,7
2024-10-01 00:00:00,41.1135864257813,29.0533447265625,sxk9vh,4,76,30,15
2024-10-01 00:00:00,41.0641479492188,29.0753173828125,sxk9te,6,54,26,10
2024-10-01 00:00:00,41.1080932617188,29.0313720703125,sxk9ue,3,83,37,26
2024-10-01 00:00:00,41.0696411132813,29.0533447265625,sxk9th,34,51,42,6
2024-10-01 00:00:00,41.2014770507813,29.1082763671875,sxkdqk,60,203,86,143
2024-10-01 00:00:00,41.2069702148438,29.1082763671875,sxkdqm,63,179,86,140
2024-10-01 00:00:00,41.2014770507813,29.1192626953125,sxkdqs,57,183,86,173
2024-10-01 00:00:00,41.2179565429688,29.0863037109375,sxkdmz,60,189,86,169
2024-10-01 00:00:00,41.2069702148438,29.0972900390625,sxkdqj,66,195,90,111
2024-10-01 00:00:00,41.1959838867188,29.1302490234375,sxkdqg,64,119,87,18
2024-10-01 00:00:00,41.2234497070313,29.0863037109375,sxkdtb,71,108,85,51
2024-10-01 00:00:00,41.2124633789063,29.0972900390625,sxkdqn,67,190,95,84
2024-10-01 00:00:00,41.1959838867188,29.1412353515625,sxkdr5,45,186,87,163
2024-10-01 00:00:00,41.1959838867188,29.1192626953125,sxkdqe,64,123,85,75
2024-10-01 00:00:00,41.2124633789063,29.0863037109375,sxkdmy,47,111,89,28
2024-10-01 00:00:00,41.1465454101563,29.0313720703125,sxkdhd,26,109,64,25
2024-10-01 00:00:00,41.2124633789063,27.9656982421875,sx7fkq,78,132,93,23
2024-10-01 00:00:00,41.0366821289063,28.6798095703125,sxk3kw,5,109,42,73
2024-10-01 00:00:00,40.9652709960938,29.0863037109375,sxk9jc,4,61,26,21
2024-10-01 00:00:00,40.9487915039063,29.1412353515625,sxk8zn,8,70,33,15
2024-10-01 00:00:00,41.0092163085938,28.9544677734375,sxk96c,1,92,32,77
2024-10-01 00:00:00,40.9158325195313,29.3280029296875,sxkbg2,17,132,65,186
2024-10-01 00:00:00,41.0366821289063,28.7567138671875,sxk3qq,5,86,40,19
2024-10-01 00:00:00,40.9817504882813,29.1082763671875,sxk9nk,5,107,38,75
2024-10-01 00:00:00,41.0586547851563,28.8775634765625,sxk994,9,111,40,38
2024-10-01 00:00:00,41.0476684570313,28.5479736328125,sxk398,44,129,83,19
2024-10-01 00:00:00,41.1355590820313,28.9544677734375,sxkd4b,2,81,26,11
2024-10-01 00:00:00,41.1245727539063,29.4378662109375,sxkcvy,67,93,82,6
2024-10-01 00:00:00,40.8773803710938,29.2620849609375,sxkb9c,3,129,61,323
2024-10-01 00:00:00,41.0147094726563,28.9215087890625,sxk964,7,78,38,24
2024-10-01 00:00:00,41.0092163085938,28.5040283203125,sxk329,31,120,76,32
2024-10-01 00:00:00,40.9432983398438,29.3280029296875,sxkbgm,52,130,87,114
2024-10-01 00:00:00,41.0421752929688,28.8885498046875,sxk93r,7,169,73,169
2024-10-01 00:00:00,41.0366821289063,28.0096435546875,sx7cmq,23,142,74,15
2024-10-01 00:00:00,41.1245727539063,28.1854248046875,sxk1cq,72,114,89,6
2024-10-01 00:00:00,40.8993530273438,29.1632080078125,sxk8xt,9,94,54,36
2024-10-01 00:00:00,41.1300659179688,29.2840576171875,sxkcfr,52,188,85,200
2024-10-01 00:00:00,41.1520385742188,29.4927978515625,sxkfp5,74,97,84,6
2024-10-01 00:00:00,41.0531616210938,29.1522216796875,sxk9x3,99,114,107,6
2024-10-01 00:00:00,41.0311889648438,28.9215087890625,sxk96j,18,125,68,232
2024-10-01 00:00:00,41.0696411132813,28.9874267578125,sxk9es,2,110,46,182
2024-10-01 00:00:00,41.0641479492188,28.7567138671875,sxk3w7,7,131,63,149
2024-10-01 00:00:00,41.2234497070313,28.0645751953125,sx7fw8,31,116,79,29
2024-10-01 00:00:00,41.2069702148438,28.8226318359375,sxk6rv,34,149,84,145
2024-10-01 00:00:00,41.1740112304688,28.4381103515625,sxk4pp,63,160,90,52
2024-10-01 00:00:00,41.1300659179688,28.8116455078125,sxk3zx,69,133,90,85
2024-10-01 00:00:00,40.8444213867188,29.3170166015625,sxkb75,65,123,92,11
2024-10-01 00:00:00,41.0751342773438,28.2513427734375,sxk1dv,11,128,55,46
2024-10-01 00:00:00,41.1520385742188,29.2620849609375,sxkf1g,61,125,85,45
2024-10-01 00:00:00,41.0256958007813,28.8665771484375,sxk92u,5,62,26,42
2024-10-01 00:00:00,41.0147094726563,28.5479736328125,sxk33d,6,120,66,55
2024-10-01 00:00:00,41.1904907226563,28.4600830078125,sxk4rd,82,133,99,4
2024-10-01 00:00:00,41.0037231445313,29.2181396484375,sxkc2b,5,58,34,50
2024-10-01 00:00:00,40.8554077148438,29.2840576171875,sxkb6m,6,134,70,186
2024-10-01 00:00:00,41.1959838867188,28.6138916015625,sxk675,28,96,63,9
2024-10-01 00:00:00,41.1355590820313,29.4378662109375,sxkfjb,65,116,81,5
2024-10-01 00:00:00,40.9707641601563,29.3170166015625,sxkc54,60,120,86,59
2024-10-01 00:00:00,40.8883666992188,29.3170166015625,sxkbe5,79,107,92,8
2024-10-01 00:00:00,41.2289428710938,29.0423583984375,sxkdsc,46,90,57,4
2024-10-01 00:00:00,41.1630249023438,28.7677001953125,sxk6nt,8,128,70,57
2024-10-01 00:00:00,40.9817504882813,28.8775634765625,sxk91h,3,40,21,13
2024-10-01 00:00:00,41.2454223632813,28.8116455078125,sxk6xs,47,47,47,1
2024-10-01 00:00:00,41.0202026367188,28.8885498046875,sxk937,9,73,47,42
2024-10-01 00:00:00,41.1575317382813,29.5806884765625,sxm41h,76,97,90,5
2024-10-01 00:00:00,41.0806274414063,28.8006591796875,sxk3xq,67,78,72,6
2024-10-01 00:00:00,40.8609008789063,29.3170166015625,sxkb7n,18,102,73,43
2024-10-01 00:00:00,41.1685180664063,29.5367431640625,sxm40n,66,94,78,5
2024-10-01 00:00:00,41.2344360351563,28.5919189453125,sxk6dd,8,20,14,2
2024-10-01 00:00:00,40.8828735351563,29.3170166015625,sxkbe4,37,135,86,138
2024-10-01 00:00:00,41.1795043945313,28.8885498046875,sxkd32,14,48,31,11
2024-10-01 00:00:00,41.2454223632813,28.7127685546875,sxk6tk,4,131,75,139
2024-10-01 00:00:00,41.0531616210938,28.6248779296875,sxk3e3,4,119,51,53
2024-10-01 00:00:00,41.0641479492188,29.1082763671875,sxk9w7,21,168,96,181
2024-10-01 00:00:00,41.0202026367188,28.8446044921875,sxk927,3,81,32,78
2024-10-01 00:00:00,41.0092163085938,29.1961669921875,sxkc23,2,86,33,53
2024-10-01 00:00:00,41.1795043945313,28.8116455078125,sxk6r8,53,179,91,133
2024-10-01 00:00:00,41.2234497070313,28.7017822265625,sxk6t0,19,96,65,11
2024-10-01 00:00:00,40.9378051757813,29.1302490234375,sxk8yu,9,126,73,170
2024-10-01 00:00:00,41.2289428710938,28.8336181640625,sxkd81,11,162,91,145
2024-10-01 00:00:00,40.9432983398438,29.2071533203125,sxkbbt,49,106,85,35
2024-10-01 00:00:00,41.1520385742188,29.6246337890625,sxm445,75,84,77,2
2024-10-01 00:00:00,40.9872436523438,29.1741943359375,sxk9pv,4,41,27,7
2024-10-01 00:00:00,40.9927368164063,28.9324951171875,sxk94q,37,103,72,31
2024-10-01 00:00:00,40.9762573242188,28.7786865234375,sxk3ng,6,63,34,9
2024-10-01 00:00:00,41.0311889648438,28.9764404296875,sxk97m,2,70,27,55
2024-10-01 00:00:00,40.8224487304688,29.4378662109375,sxkbjz,58,129,90,27
2024-10-01 00:00:00,40.9762573242188,29.1741943359375,sxk9pg,10,62,35,15
2024-10-01 00:00:00,41.0421752929688,28.8446044921875,sxk92r,2,75,28,108
2024-10-01 00:00:00,41.0971069335938,28.9105224609375,sxk9cc,31,71,48,9
2024-10-01 00:00:00,40.9432983398438,29.1632080078125,sxk8zt,7,59,32,18
2024-10-01 00:00:00,40.8609008789063,29.2730712890625,sxkb6n,3,127,68,179
2024-10-01 00:00:00,41.2673950195313,28.0316162109375,sx7fvb,35,108,69,31
2024-10-01 00:00:00,41.0476684570313,28.8555908203125,sxk988,2,50,22,54
2024-10-01 00:00:00,41.0531616210938,28.6688232421875,sxk3s3,6,123,61,191
2024-10-01 00:00:00,40.9652709960938,28.8116455078125,sxk3p9,7,97,54,25
2024-10-01 00:00:00,40.9872436523438,29.0533447265625,sxk9jj,7,80,39,26
2024-10-01 00:00:00,41.0366821289063,29.1412353515625,sxk9rn,45,142,76,106
2024-10-01 00:00:00,41.1245727539063,29.1412353515625,sxk9zn,29,89,59,8
2024-10-01 00:00:00,41.0256958007813,28.9764404296875,sxk97k,3,57,23,70
2024-10-01 00:00:00,40.9817504882813,28.7347412109375,sxk3ju,7,117,50,139
2024-10-01 00:00:00,41.1849975585938,28.7237548828125,sxk6m9,9,113,60,66
2024-10-01 00:00:00,41.0751342773438,29.2730712890625,sxkcdj,34,169,86,139
2024-10-01 00:00:00,41.0256958007813,27.9986572265625,sx7cmh,16,103,69,19
2024-10-01 00:00:00,41.1904907226563,28.8665771484375,sxkd2f,55,154,95,103
2024-10-01 00:00:00,41.2069702148438,28.8555908203125,sxkd2t,56,147,87,89
2024-10-01 00:00:00,41.0586547851563,28.3392333984375,sxk1sf,58,93,73,12
2024-10-01 00:00:00,41.0971069335938,28.6468505859375,sxk3gc,7,70,39,16
2024-10-01 00:00:00,41.0861206054688,28.8116455078125,sxk3xx,7,146,88,192
2024-10-01 00:00:00,41.0696411132813,28.8446044921875,sxk98k,58,106,80,10
2024-10-01 00:00:00,41.2069702148438,29.0313720703125,sxkdkt,19,72,45,4
2024-10-01 00:00:00,40.8114624023438,29.3609619140625,sxkbhj,5,156,53,181
2024-10-01 00:00:00,41.0037231445313,29.0972900390625,sxk9q0,2,139,47,80
2024-10-01 00:00:00,41.0256958007813,29.1741943359375,sxk9ru,6,119,59,111
2024-10-01 00:00:00,41.0751342773438,28.9654541015625,sxk9ej,2,81,39,47
2024-10-01 00:00:00,41.2289428710938,28.5040283203125,sxk689,64,78,69,2
2024-10-01 00:00:00,41.2344360351563,28.8446044921875,sxkd86,11,149,79,131
2024-10-01 00:00:00,40.9762573242188,29.2071533203125,sxkc0e,12,115,64,73
2024-10-01 00:00:00,41.1740112304688,28.8775634765625,sxkd1p,37,138,87,109
2024-10-01 00:00:00,41.0861206054688,28.7677001953125,sxk3wx,46,93,68,6
2024-10-01 00:00:00,40.9048461914063,29.3280029296875,sxkbeq,53,123,83,129
2024-10-01 00:00:00,40.9707641601563,29.2181396484375,sxkc0f,7,107,53,128
2024-10-01 00:00:00,41.0037231445313,29.0753173828125,sxk9m8,6,130,52,109
2024-10-01 00:00:00,41.1355590820313,28.4820556640625,sxk600,56,139,89,15
2024-10-01 00:00:00,41.2289428710938,28.8006591796875,sxk6x3,31,81,66,4
2024-10-01 00:00:00,41.0366821289063,29.0972900390625,sxk9qn,10,51,26,35
2024-10-01 00:00:00,41.0092163085938,28.6688232421875,sxk3k3,8,103,60,96
2024-10-01 00:00:00,41.1410522460938,29.0203857421875,sxkdh3,9,65,40,6
2024-10-01 00:00:00,41.1904907226563,28.5699462890625,sxk664,44,156,84,49
2024-10-01 00:00:00,41.0476684570313,29.1522216796875,sxk9x2,65,149,96,41
2024-10-01 00:00:00,41.1190795898438,29.1412353515625,sxk9zj,57,62,59,6
2024-10-01 00:00:00,41.3113403320313,27.9986572265625,sx7gj0,70,105,87,14
2024-10-01 00:00:00,41.0531616210938,28.3831787109375,sxk1tc,8,128,64,35
2024-10-01 00:00:00,41.1080932617188,29.0972900390625,sxk9y5,69,100,86,5
2024-10-01 00:00:00,41.0202026367188,28.8226318359375,sxk3rg,2,85,28,32
2024-10-01 00:00:00,41.0366821289063,29.1632080078125,sxk9rw,4,121,62,97
2024-10-01 00:00:00,41.1135864257813,29.4268798828125,sxkcvs,73,96,85,5
2024-10-01 00:00:00,41.2399291992188,28.5919189453125,sxk6de,18,70,38,2
2024-10-01 00:00:00,41.2179565429688,28.9984130859375,sxkd7z,74,102,88,27
2024-10-01 00:00:00,41.1080932617188,28.8006591796875,sxk3z7,19,104,53,33
2024-10-01 00:00:00,41.0696411132813,28.5040283203125,sxk38s,56,134,86,37
2024-10-01 00:00:00,41.0641479492188,28.3062744140625,sxk1s5,52,132,86,27
2024-10-01 00:00:00,41.1135864257813,28.8555908203125,sxk9bs,4,86,34,37
2024-10-01 00:00:00,40.9817504882813,29.1522216796875,sxk9pk,3,49,26,41
2024-10-01 00:00:00,41.1465454101563,28.1085205078125,sx7fpd,62,93,70,3
2024-10-01 00:00:00,41.1465454101563,29.4818115234375,sxkfnf,72,98,85,2
2024-10-01 00:00:00,41.1300659179688,28.2293701171875,sxk1fr,45,106,82,28
2024-10-01 00:00:00,40.9268188476563,29.3389892578125,sxkbgd,25,110,66,92
2024-10-01 00:00:00,41.0696411132813,28.2843017578125,sxk1es,19,103,58,35
2024-10-01 00:00:00,41.0037231445313,28.8555908203125,sxk928,2,45,18,29
2024-10-01 00:00:00,40.9982299804688,28.8446044921875,sxk90r,3,48,20,50
2024-10-01 00:00:00,41.0916137695313,28.9215087890625,sxk9f0,3,153,67,146
2024-10-01 00:00:00,41.0421752929688,28.8775634765625,sxk93p,3,50,19,38
2024-10-01 00:00:00,41.2234497070313,28.4600830078125,sxk4x8,7,55,36,4
2024-10-01 00:00:00,41.1410522460938,28.8006591796875,sxk6p3,17,136,82,131
2024-10-01 00:00:00,40.8828735351563,29.1961669921875,sxkb86,16,103,58,37
2024-10-01 00:00:00,41.0586547851563,28.8665771484375,sxk98f,3,66,22,45
2024-10-01 00:00:00,40.9707641601563,28.6907958984375,sxk3hf,39,49,44,3
2024-10-01 00:00:00,41.1575317382813,28.3502197265625,sxk4jh,56,178,90,36
2024-10-01 00:00:00,41.0641479492188,28.8336181640625,sxk985,5,154,75,330
2024-10-01 00:00:00,40.9927368164063,29.0643310546875,sxk9jq,3,138,71,112
2024-10-01 00:00:00,40.8938598632813,29.1741943359375,sxk8xu,6,99,47,41
2024-10-01 00:00:00,40.8334350585938,29.3389892578125,sxkb79,27,131,90,111
2024-10-01 00:00:00,41.0806274414063,28.7786865234375,sxk3wy,34,64,49,1
2024-10-01 00:00:00,40.9268188476563,29.1412353515625,sxk8z4,7,88,31,30
2024-10-01 00:00:00,41.0147094726563,29.0643310546875,sxk9m6,7,110,73,86
2024-10-01 00:00:00,41.2289428710938,28.9764404296875,sxkde3,55,184,87,190
2024-10-01 00:00:00,41.1740112304688,28.5589599609375,sxk61z,65,175,90,45
2024-10-01 00:00:00,41.1190795898438,29.2950439453125,sxkcft,62,86,77,5
2024-10-01 00:00:00,41.0916137695313,28.9654541015625,sxk9g0,4,140,62,125
2024-10-01 00:00:00,41.1630249023438,29.5037841796875,sxkfpm,61,119,89,5
2024-10-01 00:00:00,41.0696411132813,28.8555908203125,sxk98s,4,131,45,75
2024-10-01 00:00:00,40.9817504882813,29.1961669921875,sxkc0k,3,151,74,114
2024-10-01 00:00:00,41.2289428710938,28.8665771484375,sxkd8c,57,127,83,168
2024-10-01 00:00:00,41.2179565429688,28.8336181640625,sxkd2p,53,168,91,300
2024-10-01 00:00:00,41.1904907226563,28.7347412109375,sxk6mf,2,67,36,25
2024-10-01 00:00:00,41.0366821289063,28.8885498046875,sxk93q,3,116,47,103
2024-10-01 00:00:00,41.2783813476563,28.6578369140625,sxk6u4,81,81,81,1
2024-10-01 00:00:00,41.0531616210938,28.7127685546875,sxk3t3,23,158,83,137
2024-10-01 00:00:00,41.0421752929688,29.0643310546875,sxk9mr,15,42,26,6
2024-10-01 00:00:00,41.0806274414063,28.7677001953125,sxk3ww,4,82,40,32
2024-10-01 00:00:00,40.9268188476563,29.3280029296875,sxkbg6,3,128,63,140
2024-10-01 00:00:00,40.9268188476563,29.4378662109375,sxkbvf,71,143,89,47
2024-10-01 00:00:00,41.0366821289063,28.9874267578125,sxk97w,2,83,22,79
2024-10-01 00:00:00,41.1190795898438,29.3060302734375,sxkcfv,71,109,90,2
2024-10-01 00:00:00,40.9817504882813,29.2291259765625,sxkc1h,6,88,44,52
2024-10-01 00:00:00,40.8773803710938,29.2291259765625,sxkb91,6,91,30,52
2024-10-01 00:00:00,41.0806274414063,28.8775634765625,sxk99n,1,144,55,247
2024-10-01 00:00:00,41.0861206054688,28.9434814453125,sxk9dx,2,82,32,89
2024-10-01 00:00:00,40.9982299804688,28.8555908203125,sxk90x,5,61,25,44
2024-10-01 00:00:00,41.0806274414063,28.9434814453125,sxk9dw,2,67,23,26
2024-10-01 00:00:00,41.0037231445313,29.1412353515625,sxk9r0,5,73,29,30
2024-10-01 00:00:00,40.9707641601563,29.1851806640625,sxkc04,10,67,34,6
2024-10-01 00:00:00,41.0751342773438,28.2623291015625,sxk1ej,14,114,69,24
2024-10-01 00:00:00,40.8883666992188,29.2291259765625,sxkb95,50,122,81,39
2024-10-01 00:00:00,41.1245727539063,28.4930419921875,sxk3bq,64,114,85,13
2024-10-01 00:00:00,41.0476684570313,28.9105224609375,sxk99b,5,74,33,44
2024-10-01 00:00:00,41.0256958007813,29.2510986328125,sxkc3s,47,136,79,47
2024-10-01 00:00:00,41.0476684570313,28.4051513671875,sxk1w2,42,131,74,28
2024-10-01 00:00:00,41.1465454101563,28.8995361328125,sxkd1d,49,115,75,125
2024-10-01 00:00:00,41.2179565429688,28.7786865234375,sxk6qz,52,94,71,5
2024-10-01 00:00:00,41.2454223632813,28.6798095703125,sxk6ss,47,143,84,42
2024-10-01 00:00:00,41.0971069335938,28.1524658203125,sxk1b9,49,128,83,19
2024-10-01 00:00:00,40.9707641601563,29.3280029296875,sxkc56,55,139,84,172
2024-10-01 00:00:00,40.9927368164063,28.6248779296875,sxk35q,9,53,26,8
2024-10-01 00:00:00,41.3388061523438,27.9656982421875,sx7ghm,26,102,74,29
2024-10-01 00:00:00,41.1740112304688,29.1961669921875,sxkf0r,49,53,50,3
2024-10-01 00:00:00,40.8993530273438,29.1741943359375,sxk8xv,4,80,35,31
2024-10-01 00:00:00,40.9378051757813,29.3389892578125,sxkbgs,22,139,85,120
2024-10-01 00:00:00,41.0751342773438,28.9324951171875,sxk9dm,4,58,28,28
2024-10-01 00:00:00,40.8938598632813,29.3719482421875,sxkbsk,62,149,91,257
2024-10-01 00:00:00,41.0696411132813,28.7127685546875,sxk3tk,7,78,30,12
2024-10-01 00:00:00,40.8389282226563,29.3719482421875,sxkbk6,66,170,97,165
2024-10-01 00:00:00,41.0037231445313,28.9215087890625,sxk960,5,87,40,32
2024-10-01 00:00:00,41.1355590820313,28.9654541015625,sxkd50,4,82,44,12
2024-10-01 00:00:00,40.9927368164063,29.0972900390625,sxk9nn,6,58,32,21
2024-10-01 00:00:00,41.0366821289063,28.7896728515625,sxk3rn,7,74,33,65
2024-10-01 00:00:00,41.0861206054688,28.2403564453125,sxk1dx,18,80,54,16
2024-10-01 00:00:00,40.9597778320313,29.0753173828125,sxk9j8,5,71,35,25
2024-10-01 00:00:00,40.9432983398438,29.3829345703125,sxkbut,28,96,66,11
